20152429,2015,7,2,0,23,0,0,0,0,0,0,8,0,1
25731062,2016,9,10,0,21,0,0,0,0,0,0,0,6,1
8941695,2014,6,11,1,21,0,0,7,0,3,1,3,10,0
21691391,2016,7,25,0,25,0,0,0,3,3,3,17,0,1
8925704,2016,1,23,1,21,0,0,4,0,2,1,0,1,0
553988,2015,1,11,1,21,0,0,35,2,2,3,2,5,0
12212050,2014,10,9,0,28,0,0,106,0,2,0,9,3,0
8442053,2016,7,31,0,23,0,0,0,0,0,0,0,6,1
10143030,2016,7,16,1,25,0,0,15,1,1,1,4,7,0
16975619,2016,7,13,0,25,0,0,0,0,0,0,0,1,1
15391840,2013,7,18,1,25,0,0,0,1,3,2,5,9,0
676651,2013,10,29,1,21,0,0,16,1,1,1,1,5,0
12959279,2014,7,9,1,36,0,0,134,1,1,0,3,3,0
3313435,2013,1,13,1,28,0,0,19,1,1,3,0,2,0
13696559,2013,8,20,1,32,0,0,10,3,3,3,3,7,0
13559897,2014,3,31,1,28,0,0,24,0,0,0,4,17,0
9317923,2016,7,24,1,18,0,0,139,4,3,0,29,2,0
4485649,2014,12,11,1,21,0,0,22,0,0,0,2,3,0
24632927,2016,7,11,1,27,0,0,0,0,0,1,0,13,1
3515501,2013,12,1,0,34,0,0,61,0,3,1,4,0,0
25041439,2016,8,22,0,22,0,0,0,0,0,0,16,113,1
1392602,2014,8,8,1,34,0,0,7,1,1,1,0,3,1
11363909,2016,9,7,1,23,0,0,8,0,0,0,1,7,0
15767992,2016,8,5,0,22,0,0,0,0,0,0,2,0,1
2671103,2016,9,10,0,23,0,0,0,0,0,0,0,8,1
80712,2015,10,2,0,28,0,0,173,0,1,0,6,5,1
13314217,2016,7,17,0,25,0,0,1,0,0,0,2,0,1
7680699,2013,7,23,0,30,0,0,48,0,1,0,1,1,0
3306510,2016,9,2,0,20,0,0,0,0,0,0,0,12,1
285485,2016,8,30,0,23,0,0,0,1,1,1,0,1,1
14000600,2015,7,11,0,28,0,0,45,0,3,0,1,3,0
11538305,2014,9,21,1,30,0,0,20,1,3,3,5,2,0
12922777,2016,7,25,1,24,0,0,0,0,0,0,0,5,1
5024651,2013,5,4,1,28,0,1,81,9,2,2,1,6,0
13458264,2016,8,18,0,26,0,0,6,2,2,2,4,8,1
10263740,2016,2,14,1,32,0,0,90,1,1,1,13,3,1
24098326,2016,7,28,0,21,0,0,0,0,0,0,2,12,1
24428059,2016,8,22,1,23,0,0,0,0,0,0,0,5,1
4491529,2014,10,11,1,25,0,0,3,0,0,0,0,3,0
11837488,2016,7,19,1,26,0,0,2,0,0,0,1,6,0
5271896,2016,2,1,1,32,0,1,5,2,2,2,3,9,0
1826581,2016,8,18,0,24,0,0,0,0,0,0,0,7,1
13584933,2014,2,6,1,31,0,0,3,0,0,2,1,3,0
16494375,2016,8,22,0,23,0,0,0,0,0,0,0,17,1
16258675,2016,9,8,0,20,0,0,0,0,0,0,11,44,1
12209098,2016,8,5,0,23,0,0,0,0,0,0,0,6,1
9116105,2016,7,25,1,26,0,0,0,0,0,0,2,3,0
10632844,2015,11,12,0,25,0,0,10,0,0,0,0,1,0
6866855,2013,12,23,1,24,0,0,5,0,0,0,2,0,0
8275327,2016,8,16,0,22,0,0,5,0,0,0,16,0,0
19833536,2016,8,24,0,23,0,0,0,0,0,0,0,5,1
24498633,2016,7,13,0,38,0,0,0,1,1,2,1,0,1
1312319,2013,6,20,1,26,0,0,4,0,2,2,0,1,0
13955685,2016,3,27,0,22,0,0,2,1,1,1,6,0,1
22631488,2016,9,4,0,21,0,0,0,0,0,0,1,7,1
9802028,2013,7,2,0,25,0,0,221,1,1,1,1,1,0
3955293,2014,12,28,1,23,1,1,12,1,1,3,2,4,0
3937943,2016,8,11,0,22,0,0,0,0,0,0,1,6,1
15749044,2016,8,19,1,23,0,0,0,0,0,0,0,6,1
7553128,2016,9,10,0,23,0,0,0,0,0,0,0,6,1
26696192,2016,8,5,1,26,0,1,2,0,0,0,2,10,1
24131162,2016,6,30,1,21,0,0,6,1,1,1,0,1,1
3149263,2016,1,4,1,32,0,0,113,0,1,1,0,7,1
20952305,2016,8,13,0,20,0,0,2,0,0,1,5,0,1
1410224,2016,8,13,0,26,0,0,0,1,1,1,1,4,1
13544762,2016,6,22,0,26,0,0,59,0,0,0,10,1,0
15038350,2014,2,11,1,37,0,0,56,0,1,0,2,5,0
23028374,2016,9,13,0,26,0,0,0,1,1,1,24,7,1
2407599,2016,8,19,1,24,0,0,0,0,0,0,3,84,1
16347001,2016,7,11,1,26,0,0,2,0,0,0,4,0,1
8890903,2015,2,13,1,20,0,0,2,1,1,2,3,3,0
5935050,2015,2,13,1,29,0,0,2,1,2,1,1,1,0
8665289,2016,7,14,0,36,0,0,13,0,3,0,5,0,0
13776172,2016,7,20,0,24,0,0,0,1,1,1,1,14,1
11956714,2014,10,22,1,30,0,0,11,1,1,1,0,1,0
3844945,2015,1,30,1,27,0,0,0,0,0,0,1,2,0
1476686,2013,11,3,0,30,0,0,1,1,0,0,1,0,0
2780870,2016,7,8,1,22,0,0,17,0,1,1,11,4,0
10055430,2015,4,18,1,28,0,0,24,0,1,0,1,1,0
5637344,2016,8,22,0,25,0,0,0,0,0,0,1,5,1
14365714,2016,6,13,1,23,0,0,53,0,0,0,7,2,1
13394359,2016,8,11,0,20,0,0,48,1,2,1,203,5,1
12933758,2016,8,30,0,22,0,0,0,0,0,0,2,10,1
24136109,2016,6,2,1,24,0,0,11,1,1,0,2,7,1
2282325,2016,9,5,0,21,0,0,0,0,0,0,0,8,1
9787620,2013,4,20,1,23,1,1,109,0,3,2,8,11,0
5146231,2016,6,24,1,26,0,0,8,0,0,0,3,7,0
5887574,2016,8,19,0,20,0,0,29,0,0,1,13,4,0
10913535,2014,5,16,1,31,0,0,3,1,1,1,0,1,0
8153275,2014,1,31,0,25,0,1,351,1,1,1,19,2,0
9374822,2015,12,16,1,20,0,0,33,0,1,1,1,5,0
2296322,2014,9,8,1,25,0,0,23,1,2,2,6,15,0
10506901,2013,10,18,0,27,0,0,75,1,2,1,3,0,0
11704149,2016,7,22,0,20,0,0,0,0,0,0,1,4,1
15524700,2016,9,16,0,20,0,0,0,0,0,0,0,2,1
20547063,2016,8,14,0,23,0,0,0,0,0,0,1,5,1
25071907,2016,7,19,0,19,0,0,0,1,1,1,11,0,1
6791082,2014,5,17,1,25,0,1,1,1,1,1,0,1,1
7810558,2016,8,5,1,23,0,0,3,1,2,2,0,3,0
6811537,2014,5,30,0,25,0,0,4,0,3,0,3,2,0
4352135,2013,12,23,1,46,0,0,30,1,1,1,1,1,0
4089766,2016,7,20,1,28,0,0,8,1,1,1,0,6,0
7700086,2014,1,25,1,27,0,0,2,2,2,3,1,0,0
10770600,2016,8,13,0,19,0,0,0,0,0,0,0,4,1
25509310,2016,8,30,0,23,0,0,0,0,0,0,0,3,1
8891587,2016,4,21,1,31,0,0,2,0,0,0,1,4,0
14884676,2014,12,28,1,46,0,0,0,0,0,0,0,2,1
22194397,2014,6,19,1,23,0,0,5,1,2,4,1,9,1
3706720,2016,7,25,1,49,0,0,18,1,1,1,2,7,0
3041209,2016,7,5,1,23,0,1,3,0,1,1,3,3,0
5290976,2016,8,13,1,23,0,0,0,0,0,0,1,5,1
7163371,2016,6,16,0,34,0,0,45,1,1,1,80,15,0
3870868,2016,7,30,0,19,0,0,0,0,0,0,0,4,1
9487323,2016,9,16,0,23,0,0,0,0,0,0,0,2,1
15823427,2016,1,9,0,19,0,0,3,0,0,0,2,1,1
6695765,2016,6,16,1,23,0,0,6,0,1,0,0,1,0
346459,2016,7,19,0,23,0,0,0,0,0,0,0,2,1
25291702,2016,7,25,0,20,0,0,0,0,0,0,10,29,1
6169596,2014,4,10,1,26,0,0,5,1,1,1,6,18,0
14161314,2015,8,23,1,25,1,1,161,1,1,1,12,48,1
618040,2015,12,21,1,24,0,0,14,0,0,0,0,1,1
10895468,2015,11,7,0,27,0,0,11,0,1,1,1,1,0
20489772,2014,9,4,1,91,0,0,131,2,48,3,12,85,1
15113727,2013,8,18,1,27,0,0,55,1,1,1,1,8,0
13631050,2013,12,3,0,30,1,1,448,0,65,1,10,11,0
8907191,2016,8,14,0,21,0,0,0,0,0,0,1,11,1
6244697,2013,4,15,1,23,0,0,0,0,0,0,0,2,1
1949324,2014,11,25,0,27,0,0,422,0,14,1,30,22,0
6463214,2016,7,10,1,32,0,0,1,0,0,0,0,1,0
14696625,2015,4,6,0,32,0,0,17,1,3,0,1,0,0
3909913,2015,10,15,1,25,0,0,32,0,2,1,14,20,0
1354113,2016,4,16,0,28,0,0,47,0,0,0,14,7,0
14465422,2015,10,9,1,23,0,1,50,3,1,4,21,59,0
22968304,2016,7,27,0,21,0,0,10,0,1,1,124,0,1
14604573,2015,11,21,1,26,0,1,21,0,3,0,27,47,0
1721195,2015,12,13,0,23,0,0,29,0,0,0,5,1,1
11602756,2016,6,27,0,18,0,0,3,0,0,0,2,1,1
5013422,2014,6,5,0,38,0,0,8,3,4,3,1,0,0
3689622,2016,9,12,0,21,0,0,0,0,0,0,0,8,1
72455,2016,3,19,1,30,0,0,9,0,4,2,0,2,0
4187185,2013,12,31,0,27,0,0,10,0,0,0,2,1,0
25883038,2016,5,17,0,21,0,0,17,0,0,0,23,0,1
15254441,2014,4,25,0,26,0,0,17,1,1,1,12,4,0
11866045,2016,8,5,0,23,0,0,0,0,0,0,0,5,1
3168298,2016,8,22,0,23,0,0,0,0,0,0,0,6,1
7001107,2014,7,14,1,28,0,0,31,2,1,2,2,6,0
15076685,2014,7,25,1,25,0,0,2,3,0,3,5,7,0
10477886,2016,1,26,1,21,0,1,82,0,0,0,22,3,0
1246952,2016,1,17,1,20,0,0,17,0,0,0,1,2,0
16926003,2016,7,28,0,27,0,0,2,0,0,0,11,0,1
23944948,2016,9,16,0,23,0,0,0,0,0,0,0,6,1
2647641,2016,5,22,0,25,0,0,8,0,0,0,1,0,0
15302323,2016,6,29,1,20,0,0,0,1,0,0,2,2,1
4919284,2015,8,30,0,35,0,0,127,0,5,0,37,19,0
8517981,2016,3,10,1,23,0,0,1,1,1,1,1,1,0
1408322,2014,3,8,0,22,0,1,73,1,1,1,36,0,0
274601,2014,10,11,1,42,0,0,41,0,6,0,2,0,0
24933917,2014,4,16,0,30,0,1,37,1,2,1,138,3,1
12660683,2016,7,31,0,20,0,0,0,0,0,0,0,6,1
13647244,2016,9,13,0,22,0,0,0,0,0,0,0,11,1
20926762,2016,8,16,1,29,0,0,1,0,0,0,5,1,1
16753768,2016,8,8,0,23,0,0,0,0,0,0,0,5,1
15417529,2016,5,14,1,25,0,0,6,0,0,0,1,4,1
6799104,2014,10,14,1,28,0,0,68,1,7,3,11,10,0
27031223,2016,9,4,0,23,0,0,0,0,0,0,1,13,1
10712268,2015,4,26,1,26,0,0,3,0,0,0,1,0,0
753231,2013,10,12,0,20,0,0,15,0,0,0,46,3,1
17572992,2016,9,5,0,23,0,0,0,0,0,0,0,9,1
9350294,2015,1,3,1,28,0,0,98,0,1,0,4,7,0
16004673,2014,12,19,1,27,0,0,6,0,1,3,1,1,1
7558582,2015,10,13,0,23,0,0,0,1,1,1,0,1,0
12413954,2015,3,10,0,27,0,0,97,0,0,0,105,23,0
8709244,2015,9,10,0,26,0,0,3,0,0,0,1,1,0
12583610,2016,7,22,0,20,0,0,0,0,0,0,0,4,1
9849556,2015,5,16,0,22,0,0,13,2,3,3,15,0,1
10033778,2016,8,14,1,24,0,0,5,0,0,0,0,1,0
10843103,2014,11,30,1,21,0,0,3,1,3,2,0,5,0
24058431,2016,8,30,0,27,0,0,0,0,0,0,8,0,1
25624870,2016,8,21,0,24,0,0,1,1,1,1,50,82,1
3841737,2014,2,11,1,28,0,0,66,1,2,1,0,4,0
1137034,2016,4,30,1,27,0,0,55,1,2,3,2,0,0
11430165,2014,2,14,1,26,0,0,36,1,3,3,5,15,0
2236637,2016,5,13,0,25,0,0,7,0,0,0,7,0,0
803165,2016,3,25,1,16,0,0,2,0,0,1,0,1,0
7702811,2016,3,8,1,23,0,0,106,3,2,1,4,3,0
961138,2014,5,16,1,91,0,0,1,1,3,3,0,1,0
7128680,2016,3,16,1,22,0,0,3,0,1,1,3,2,0
1587157,2016,7,19,0,41,0,0,1,0,0,0,3,0,0
1374794,2016,7,25,0,20,0,0,0,0,0,0,0,2,1
12126831,2016,7,20,0,26,0,0,4,1,1,1,297,575,1
1532175,2016,7,3,0,21,0,0,7,1,0,0,19,9,1
12443653,2016,3,30,1,21,0,0,3,0,1,1,0,3,1
6325937,2016,8,16,0,20,0,0,0,0,0,0,0,3,1
19331995,2016,9,2,0,23,0,0,0,0,0,0,0,13,1
128279,2016,8,2,0,31,0,0,0,1,1,1,5,0,1
17215026,2016,8,18,0,23,0,0,0,0,0,0,0,8,1
4154937,2013,2,21,1,24,0,0,82,0,2,1,9,11,0
15612372,2016,5,16,0,26,0,0,0,0,0,0,0,1,1
9677456,2016,5,27,1,33,0,0,3,1,1,2,0,1,0
24838682,2016,7,11,0,21,0,0,10,0,0,0,41,0,1
22667264,2015,10,10,1,21,0,0,0,1,4,1,18,55,1
12318072,2014,7,1,1,35,0,0,4,1,1,1,1,6,0
24124205,2016,7,30,1,27,0,0,1,0,0,0,2,14,1
7169308,2016,1,4,0,25,0,1,102,0,0,0,44,10,0
16755266,2016,8,2,0,26,0,0,10,1,1,1,54,0,1
17747680,2016,8,2,0,23,0,0,0,0,0,0,2,24,1
26441714,2016,8,18,0,20,0,0,0,0,0,0,1,5,1
6085561,2016,7,30,0,20,0,0,0,0,0,0,3,25,1
189665,2016,8,14,0,23,0,0,0,0,0,0,0,6,1
9068394,2014,6,5,1,28,0,0,8,1,1,2,2,2,0
7850235,2016,2,23,0,27,0,0,21,0,2,1,1,1,1
19955944,2012,9,10,1,22,0,0,1,0,0,0,1,2,1
9091787,2013,7,6,1,33,0,0,69,0,8,1,1,0,0
11619206,2013,6,17,1,23,0,0,1,0,0,0,0,1,1
8599050,2014,3,28,1,31,0,0,185,3,1,2,10,50,0
11770970,2016,9,5,0,23,0,0,0,0,0,0,1,6,1
7194746,2016,8,30,0,23,0,0,0,0,0,0,1,7,1
9739755,2014,8,6,1,27,0,0,0,0,2,2,0,2,1
15943702,2016,9,7,0,23,0,0,0,0,0,0,0,6,1
11540480,2013,6,25,1,26,0,0,197,3,3,3,3,1,0
7568692,2016,7,22,0,21,0,0,0,0,0,0,1,7,1
2281234,2013,7,6,1,29,1,1,12,0,0,0,1,0,0
9265789,2016,5,31,0,19,0,0,16,1,2,3,16,3,1
7219328,2016,8,10,0,24,0,0,0,0,0,0,2,13,1
12333782,2014,2,3,1,42,0,0,21,1,2,1,3,1,0
22776217,2016,7,28,0,26,0,0,7,1,1,2,7,15,1
5658585,2014,2,26,1,22,0,0,4,3,1,1,4,11,0
15708393,2016,6,30,0,26,0,0,4,0,0,0,2,2,1
8372860,2016,7,31,1,18,0,0,1,1,1,1,0,1,0
13123750,2015,10,29,1,30,0,0,17,1,1,1,0,3,0
15971843,2016,8,2,0,14,0,0,3,3,1,4,17,1,1
6483508,2016,6,8,0,17,0,0,4,0,1,0,17,8,1
12176994,2015,9,28,0,26,0,0,13,0,1,1,4,20,1
13253857,2014,12,25,1,40,0,0,5,0,0,0,2,3,0
8309942,2014,9,16,1,20,0,0,6,0,2,0,0,2,0
15537707,2016,9,7,0,23,0,0,0,0,0,0,0,6,1
14726668,2016,5,27,1,29,0,0,4,0,0,0,4,7,0
1066385,2014,10,5,0,90,0,1,160,0,7,0,4,2,0
11123621,2013,6,3,1,16,1,1,1,3,3,2,3,5,0
22077128,2014,12,14,0,33,0,0,17,0,4,2,4,2,1
2274881,2015,5,30,1,23,0,0,1,0,0,0,2,6,0
11561408,2015,5,10,1,23,0,0,0,0,0,0,0,1,1
15062366,2016,9,4,0,23,0,0,0,0,0,0,68,213,1
5375127,2016,3,14,0,19,0,0,10,0,1,1,1,0,0
1901131,2015,9,14,1,29,0,0,23,0,0,0,49,170,0
4200902,2016,3,17,1,22,0,0,8,0,0,1,1,2,0
6089085,2015,11,23,0,21,0,0,66,0,2,1,1,0,0
10309727,2016,8,25,0,26,0,0,1,0,0,0,1,0,0
1835235,2016,6,2,1,30,0,1,0,0,0,0,4,10,0
20181236,2016,6,19,1,25,0,0,2,0,0,0,0,3,1
7127027,2016,8,7,0,20,0,0,0,0,0,0,0,10,1
121512,2015,9,23,0,19,0,0,161,0,0,0,125,4,1
1719127,2016,8,11,1,24,0,0,0,0,0,0,0,2,0
24850565,2016,5,11,1,24,0,0,5,1,0,1,1,5,1
9094349,2015,2,19,0,30,0,1,267,1,1,2,31,12,0
9224244,2016,3,27,0,22,0,0,2,0,0,0,0,1,0
18848875,2014,9,24,1,22,0,0,17,0,0,1,1,1,1
14041984,2016,8,5,0,17,0,0,3,0,0,0,3,0,1
13587834,2016,7,3,0,22,0,0,109,1,3,1,12,8,0
22751199,2016,5,3,1,23,0,0,29,1,1,1,27,102,1
14928574,2016,8,21,1,21,0,0,0,1,1,2,1,3,1
4309924,2014,8,22,1,36,0,0,11,0,2,1,2,4,0
3111002,2016,8,19,0,27,0,0,0,3,3,3,3,11,1
9452739,2016,4,30,1,35,0,0,4,0,1,0,0,2,0
24223611,2016,8,8,1,24,0,0,0,1,1,1,132,652,1
8378318,2015,3,24,1,71,0,0,56,0,2,0,11,55,1
6459301,2016,8,27,0,23,0,0,0,0,0,0,0,6,1
7860991,2014,7,22,0,91,0,0,23,0,0,0,5,5,0
411454,2016,7,28,1,20,0,0,0,0,0,0,0,2,1
4544552,2016,1,17,1,38,0,0,1,3,1,1,5,17,0
13962683,2014,3,6,1,31,0,0,17,2,1,2,2,6,1
852072,2014,1,11,0,21,0,0,40,1,1,1,16,16,0
10388901,2015,12,13,0,18,0,0,12,0,1,0,3,1,0
635962,2014,6,8,1,26,0,0,65,2,1,1,2,2,0
5902067,2015,3,24,1,36,0,0,165,2,22,1,2,7,0
14817085,2015,5,19,1,21,0,0,14,1,1,1,12,39,0
3995603,2016,7,27,0,23,0,0,0,0,0,0,0,4,1
8130819,2013,3,1,1,24,0,0,97,1,1,1,1,1,0
257094,2016,4,10,1,26,0,0,5,0,0,0,2,6,0
4985657,2016,8,13,1,43,0,0,1,0,0,0,1,1,0
2310144,2014,3,23,0,26,0,0,197,2,1,1,22,10,0
13954614,2015,5,2,1,25,0,1,29,0,0,0,0,1,0
6168087,2014,7,17,1,21,0,0,0,0,0,0,0,9,1
7693892,2015,10,24,1,22,0,0,6,0,2,3,0,8,0
14404047,2013,7,23,1,26,0,0,3,0,0,0,0,1,0
4230792,2014,8,28,1,37,0,0,46,3,0,0,10,22,0
12716039,2016,2,9,1,27,0,0,2,1,1,1,0,1,0
1422495,2014,5,11,1,24,0,1,7,1,7,1,0,7,0
11978193,2016,7,19,0,28,0,0,4,0,0,0,15,11,1
11519805,2016,8,13,0,22,0,0,0,0,0,0,83,1,1
17231858,2016,8,18,1,20,0,0,0,0,0,0,0,11,1
12143560,2016,6,16,0,26,0,0,2,0,0,0,7,1,0
10906695,2016,2,29,1,25,0,0,37,1,3,2,7,3,0
11139681,2016,7,17,1,24,0,0,0,0,0,0,1,25,1
8239260,2016,2,14,1,25,0,0,1,0,1,0,0,1,0
3944379,2015,11,21,0,21,0,0,6,0,4,0,0,1,0
14656735,2015,5,10,0,20,0,0,12,0,0,0,13,1,0
7188403,2015,7,24,1,40,0,0,10,0,2,0,0,1,0
22485785,2016,7,25,0,25,0,0,0,0,0,0,0,4,1
170830,2016,8,27,0,26,0,0,15,1,1,1,24,28,1
9123267,2015,7,8,1,26,0,0,44,1,1,2,0,2,0
5921482,2016,9,16,0,23,0,0,0,0,0,0,0,5,1
5747825,2016,7,22,1,30,0,0,1,0,1,0,2,10,0
4720237,2016,8,19,0,19,0,0,0,0,0,0,0,7,1
14922365,2016,8,27,0,23,0,0,0,0,0,0,0,7,1
4822741,2012,8,16,1,96,0,1,44,1,1,1,5,2,0
25851395,2016,8,8,1,24,0,0,0,0,0,0,1,20,1
11869736,2016,1,29,1,23,0,0,7,0,1,1,0,2,0
6209358,2016,7,30,0,20,0,0,0,0,0,0,0,5,1
5151552,2014,10,22,1,22,0,0,15,2,1,2,1,2,0
9225060,2012,12,2,1,30,0,0,19,1,3,2,3,2,0
6893013,2014,4,19,1,24,0,0,14,1,1,1,9,34,0
4727350,2016,6,13,1,19,0,0,0,0,0,0,0,1,0
7683079,2014,7,6,0,41,0,0,4,0,0,0,1,1,0
19687604,2016,7,24,0,30,0,0,2,0,0,0,43,0,1
10003157,2016,5,16,1,36,0,0,3,0,0,0,1,21,0
12558490,2016,9,1,0,21,0,0,0,0,0,0,8,74,1
9916338,2015,4,10,0,21,0,0,45,1,1,1,28,7,0
2969786,2016,6,30,1,20,0,0,0,0,0,0,0,1,1
15200523,2016,7,22,0,20,0,0,0,0,0,0,0,5,1
11586572,2016,9,7,0,21,0,0,0,0,0,0,0,7,1
2375739,2013,3,21,1,25,0,0,542,2,3,2,15,113,0
10897315,2016,7,17,0,23,0,0,0,0,0,0,3,46,1
3141522,2013,1,2,0,26,1,1,19,0,1,0,15,9,0
20377415,2016,9,7,0,24,0,0,0,0,0,0,6,39,1
11804534,2016,7,28,0,22,0,0,0,0,0,0,0,1,1
17597019,2016,8,24,0,25,0,0,0,0,0,0,2,7,1
1715309,2016,8,2,1,29,0,1,3,0,0,0,2,1,0
7869269,2014,2,3,1,100,0,0,14,2,3,1,1,8,0
1063377,2016,8,22,1,23,0,0,3,0,0,1,3,2,0
554466,2016,4,16,1,24,0,0,26,0,2,0,2,9,0
8367396,2015,7,24,1,26,0,0,14,3,3,3,0,1,0
7527063,2016,3,19,0,97,0,0,26,0,0,0,1,2,0
16462041,2016,5,21,0,25,0,0,11,0,0,0,5,2,1
3912924,2015,2,1,1,36,0,0,0,1,1,1,0,1,0
8729201,2016,9,1,0,30,0,0,3,1,2,1,2,0,1
12778924,2016,7,24,1,25,0,0,3,0,0,1,1,8,0
2673347,2016,8,21,0,23,0,0,1,0,0,0,16,0,1
9687958,2016,4,24,1,21,0,0,4,0,0,0,1,0,0
2031788,2016,7,20,1,23,0,0,0,0,0,0,0,4,1
12297700,2016,7,22,0,25,0,0,7,0,0,0,1,1,0
7431146,2016,8,22,0,20,0,0,1,0,1,1,1,0,0
263482,2016,5,22,1,25,0,0,0,0,0,0,0,1,0
24328102,2016,7,16,0,27,0,0,7,0,6,0,31,1,1
2512352,2016,8,10,0,29,0,0,0,0,0,0,0,1,1
4940607,2013,8,4,1,22,0,0,5,1,2,2,2,1,0
16970118,2016,8,2,0,23,0,0,0,1,1,1,2,6,1
9220182,2015,11,21,0,20,0,0,1,0,0,0,1,0,0
5714387,2013,7,1,0,28,0,0,46,1,2,1,3,2,0
5340076,2015,11,12,0,29,0,0,26,0,1,1,2,0,0
8681205,2013,11,6,1,20,0,0,19,1,1,1,2,3,0
648981,2015,12,16,0,23,0,1,88,1,1,2,19,5,0
2596361,2015,11,20,0,23,0,1,6,1,1,1,2,0,0
16731911,2016,8,22,0,26,0,0,30,1,1,3,21,21,1
21604208,2016,7,17,0,22,0,0,2,0,0,0,3,0,1
10847729,2016,3,14,1,26,0,0,2,0,0,0,1,0,0
8463244,2016,4,22,0,26,0,0,1,0,0,0,0,1,1
7449197,2016,7,3,1,34,0,0,4,0,0,0,1,7,0
15993342,2016,7,28,0,23,0,0,0,0,0,0,8,0,1
348416,2015,3,4,1,26,0,1,20,3,3,3,0,5,0
8550670,2013,5,4,1,30,0,0,4,0,0,1,1,1,0
